facility_id,project_family,project_name,project_division,project_unit,project_subunit,project_path,membership_role,assignment_confidence,evidence_rule_id,evidence_url,project_key,project_id
CVY_30819352,Other Reclamation,Klamath Project,,,,,facility,authoritative_crosswalk,BOR_KLAMATH,https://www.usbr.gov/projects/index.php?id=470,Other Reclamation|Klamath Project|||,PRJ_79BDE48C
CVY_30B28CAF,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_30CEEF8A,Local/regional public,San Diego County Water Authority aqueduct system,,,,,facility,reviewed,LOCAL_SAN_DIEGO,,Local/regional public|San Diego County Water Authority aqueduct system|||,PRJ_75165373
CVY_3112BFCA,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_3152E0CB,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_316AF089,Local/regional public,Henry Miller Water District,,,,,facility,provisional,LOCAL_FALLBACK,,Local/regional public|Henry Miller Water District|||,PRJ_33C60215
CVY_321EACDF,Local/regional public,Kern County Water Agency Improvement District 1 conveyance system,,,,,facility,provisional,LOCAL_FALLBACK,,Local/regional public|Kern County Water Agency Improvement District 1 conveyance system|||,PRJ_03224A01
CVY_322F022D,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_323FB5B9,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_32AA7F1D,Local/regional public,San Diego County Water Authority conveyance system,,,,,facility,provisional,LOCAL_FALLBACK,,Local/regional public|San Diego County Water Authority conveyance system|||,PRJ_5332ED6B
CVY_33124B9C,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_3346FF2E,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_336E7D4B,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_33926656,Other Reclamation,Reclamation project (unit unassigned),,,,,facility,needs_project_crosswalk,RECLAMATION_UNASSIGNED_FALLBACK,,Other Reclamation|Reclamation project (unit unassigned)|||,PRJ_03E91FED
CVY_34324778,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_346C39A1,Local/regional public,Fresno Irrigation District,,,,,facility,provisional,LOCAL_FALLBACK,,Local/regional public|Fresno Irrigation District|||,PRJ_3338F459
CVY_34936039,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_34DAF3F5,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_34DFB137,Other Reclamation,Klamath Project,,,,,facility,authoritative_crosswalk,BOR_KLAMATH,https://www.usbr.gov/projects/index.php?id=470,Other Reclamation|Klamath Project|||,PRJ_79BDE48C
CVY_34EFFC78,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_350DAD95,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_354C9340,CVP,Central Valley Project,Trinity River Division,Spring Creek power conveyance system,,Trinity River Division > Spring Creek power conveyance system,facility,authoritative_crosswalk,CVP_TRINITY_SPRING,https://www.usbr.gov/projects/index.php?id=342,CVP|Central Valley Project|Trinity River Division|Spring Creek power conveyance system|,PRJ_295C9563
CVY_356E778D,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_35BE4034,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_35F7F339,CVP,Central Valley Project,San Felipe Division,Santa Clara Conduit,,San Felipe Division > Santa Clara Conduit,facility,authoritative_crosswalk,CVP_SAN_FELIPE_SANTA_CLARA,https://www.usbr.gov/projects/index.php?id=392,CVP|Central Valley Project|San Felipe Division|Santa Clara Conduit|,PRJ_037B3A46
CVY_362906D1,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_362906D3,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_364F15B3,CVP,Central Valley Project,American River Division,Folsom Unit,Folsom South Canal,American River Division > Folsom Unit > Folsom South Canal,facility,authoritative_crosswalk,CVP_AMERICAN_FOLSOM_SOUTH,https://www.usbr.gov/projects/index.php?id=505,CVP|Central Valley Project|American River Division|Folsom Unit|Folsom South Canal,PRJ_2ECF1EFC
CVY_369196E5,Local/regional public,Kern Delta Water District,,,,,facility,provisional,LOCAL_FALLBACK,,Local/regional public|Kern Delta Water District|||,PRJ_321610D6
CVY_373042AF,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_3751439F,SWP,State Water Project,Oroville Division,Oroville-Thermalito Complex,,Oroville Division > Oroville-Thermalito Complex,facility,authoritative_crosswalk,SWP_OROVILLE,,SWP|State Water Project|Oroville Division|Oroville-Thermalito Complex|,PRJ_4E166C49
CVY_375F2D7E,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_37614472,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_37C1D784,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_383E2479,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_386EA939,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_38B27ED1,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_38B2C597,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_38B8BA24,Other Reclamation,Klamath Project,,,,,facility,authoritative_crosswalk,BOR_KLAMATH,https://www.usbr.gov/projects/index.php?id=470,Other Reclamation|Klamath Project|||,PRJ_79BDE48C
CVY_38D5EEC4,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_38E25FD5,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_39202792,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_393D2478,Local/regional public,Alta Irrigation District,,,,,facility,provisional,LOCAL_FALLBACK,,Local/regional public|Alta Irrigation District|||,PRJ_6C774515
CVY_3966F9CE,CVP,Central Valley Project,Trinity River Division,,,Trinity River Division,facility,authoritative_crosswalk,CVP_TRINITY_MULE,https://www.usbr.gov/projects/index.php?id=342,CVP|Central Valley Project|Trinity River Division||,PRJ_47C3BDD2
CVY_39C6B0FF,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_39D7F2A8,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_3A443561,Local/regional public,Madera Irrigation District conveyance system,,,,,facility,provisional,LOCAL_FALLBACK,,Local/regional public|Madera Irrigation District conveyance system|||,PRJ_1E95510E
CVY_3A8B2E37,Local/regional public,Lakeside Irrigation Water District,,,,,facility,provisional,LOCAL_FALLBACK,,Local/regional public|Lakeside Irrigation Water District|||,PRJ_31610497
CVY_3AE343CD,CVP,Central Valley Project,Friant Division,Madera Canal,,Friant Division > Madera Canal,facility,authoritative_crosswalk,CVP_FRIANT_MADERA,https://www.usbr.gov/projects/index.php?id=341,CVP|Central Valley Project|Friant Division|Madera Canal|,PRJ_1336EEDE
CVY_3AF544D9,Local/regional public,Westlands Water District conveyance system,,,,,facility,provisional,LOCAL_FALLBACK,,Local/regional public|Westlands Water District conveyance system|||,PRJ_66301D9A
CVY_3AF544DB,Local/regional public,Westlands Water District conveyance system,,,,,facility,provisional,LOCAL_FALLBACK,,Local/regional public|Westlands Water District conveyance system|||,PRJ_66301D9A
CVY_3AF544DC,Local/regional public,Westlands Water District conveyance system,,,,,facility,provisional,LOCAL_FALLBACK,,Local/regional public|Westlands Water District conveyance system|||,PRJ_66301D9A
CVY_3B2725AB,Local/regional public,North Kern Water Storage District conveyance system,,,,,facility,provisional,LOCAL_FALLBACK,,Local/regional public|North Kern Water Storage District conveyance system|||,PRJ_747C6F00
CVY_3B472662,CVP,Central Valley Project,West San Joaquin Division,San Luis Unit,San Luis Joint-Use Complex,West San Joaquin Division > San Luis Unit > San Luis Joint-Use Complex,joint_use,authoritative_crosswalk,CVP_SAN_LUIS_GIANELLI,https://www.usbr.gov/projects/index.php?id=427,CVP|Central Valley Project|West San Joaquin Division|San Luis Unit|San Luis Joint-Use Complex,PRJ_24E84691
CVY_3B472662,SWP,State Water Project,California Aqueduct,San Luis Field Division,San Luis Joint-Use Complex,California Aqueduct > San Luis Field Division > San Luis Joint-Use Complex,joint_use,authoritative_crosswalk,SWP_SAN_LUIS_GIANELLI,https://www.usbr.gov/projects/index.php?id=427,SWP|State Water Project|California Aqueduct|San Luis Field Division|San Luis Joint-Use Complex,PRJ_25E373A5
CVY_3B80E590,Local/regional public,Madera Irrigation District,,,,,facility,provisional,LOCAL_FALLBACK,,Local/regional public|Madera Irrigation District|||,PRJ_2A2D7CAB
CVY_3C1D7962,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_3C23E202,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_3C2D08BD,Other Reclamation,Rogue River Basin Project,,Talent Division,,Talent Division,facility,authoritative_crosswalk,BOR_ROGUE,https://www.usbr.gov/projects/index.php?id=430,Other Reclamation|Rogue River Basin Project||Talent Division|,PRJ_42080C31
CVY_3C5AA59F,Other Reclamation,Klamath Project,,,,,facility,authoritative_crosswalk,BOR_KLAMATH,https://www.usbr.gov/projects/index.php?id=470,Other Reclamation|Klamath Project|||,PRJ_79BDE48C
CVY_3CF25EEF,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_3CFBCBB0,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_3D674F0F,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_3D739561,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_3D7C60ED,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_3DA13E7F,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_3DA258B3,Other Reclamation,Rogue River Basin Project,,Talent Division,,Talent Division,facility,authoritative_crosswalk,BOR_ROGUE,https://www.usbr.gov/projects/index.php?id=430,Other Reclamation|Rogue River Basin Project||Talent Division|,PRJ_42080C31
CVY_3DA6221A,Other Reclamation,Solano Project,,Putah South Canal system,,Putah South Canal system,facility,authoritative_crosswalk,BOR_SOLANO,https://www.usbr.gov/projects/index.php?id=421,Other Reclamation|Solano Project||Putah South Canal system|,PRJ_055E9D4D
CVY_3DCF1DB5,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_3DE21587,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_3E2DA98A,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_3E43F53C,Local/regional public,Semitropic-area conveyance system,,,,,facility,provisional,LOCAL_FALLBACK,,Local/regional public|Semitropic-area conveyance system|||,PRJ_2090F9AA
CVY_3E51FCA2,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_3E599097,Local/regional public,Sacramento County Water Authority,,,,,facility,provisional,LOCAL_FALLBACK,,Local/regional public|Sacramento County Water Authority|||,PRJ_6D2849BC
CVY_3EB114FA,Local/regional public,Fresno Irrigation District,,,,,facility,provisional,LOCAL_FALLBACK,,Local/regional public|Fresno Irrigation District|||,PRJ_3338F459
CVY_3EB4894E,Local/regional public,Semitropic Water Storage District conveyance system,,,,,facility,provisional,LOCAL_FALLBACK,,Local/regional public|Semitropic Water Storage District conveyance system|||,PRJ_3F76722E
CVY_3EE6A28B,Local/regional public,Sacramento County Water Authority,,,,,facility,provisional,LOCAL_FALLBACK,,Local/regional public|Sacramento County Water Authority|||,PRJ_6D2849BC
CVY_3F0B8C40,CVP,Central Valley Project,West San Joaquin Division,San Luis Unit,Coalinga Canal,West San Joaquin Division > San Luis Unit > Coalinga Canal,facility,authoritative_crosswalk,CVP_SAN_LUIS_COALINGA,https://www.usbr.gov/projects/index.php?id=427,CVP|Central Valley Project|West San Joaquin Division|San Luis Unit|Coalinga Canal,PRJ_1F30458B
CVY_3F241D62,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_3F755382,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_3F7AC072,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_3F7F9E0C,Other Reclamation,Reclamation project (unit unassigned),,,,,facility,needs_project_crosswalk,RECLAMATION_UNASSIGNED_FALLBACK,,Other Reclamation|Reclamation project (unit unassigned)|||,PRJ_03E91FED
CVY_3F86BADC,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_3FFCAAC1,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_40110DE1,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_4049F88E,CVP,Central Valley Project,Friant Division,Friant-Kern Canal,,Friant Division > Friant-Kern Canal,facility,authoritative_crosswalk,CVP_FRIANT_FKC,https://www.usbr.gov/projects/index.php?id=341,CVP|Central Valley Project|Friant Division|Friant-Kern Canal|,PRJ_13D9E3CA
CVY_404FCC23,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_40889062,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_40912DAD,Local/regional public,Kern Delta Water District,,,,,facility,provisional,LOCAL_FALLBACK,,Local/regional public|Kern Delta Water District|||,PRJ_321610D6
CVY_40E33824,Other Reclamation,Klamath Project,,,,,facility,authoritative_crosswalk,BOR_KLAMATH,https://www.usbr.gov/projects/index.php?id=470,Other Reclamation|Klamath Project|||,PRJ_79BDE48C
CVY_40EB026B,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_40F1265A,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_410E6608,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_411D6E98,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_41818638,Local/regional public,Kern Island Canal system,,,,,facility,provisional,LOCAL_FALLBACK,,Local/regional public|Kern Island Canal system|||,PRJ_3EAC9501
CVY_41C6A04D,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_41C73366,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_41D76488,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_420134B6,Local/regional public,Central California Irrigation District,,,,,facility,provisional,LOCAL_FALLBACK,,Local/regional public|Central California Irrigation District|||,PRJ_293FE57F
CVY_42BE5888,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_42D76C39,SWP,State Water Project,South Bay Aqueduct,,,South Bay Aqueduct,facility,authoritative_crosswalk,SWP_SOUTH_BAY,,SWP|State Water Project|South Bay Aqueduct||,PRJ_10EF823F
CVY_42DAEC68,Other Reclamation,Rogue River Basin Project,,Talent Division,,Talent Division,facility,authoritative_crosswalk,BOR_ROGUE,https://www.usbr.gov/projects/index.php?id=430,Other Reclamation|Rogue River Basin Project||Talent Division|,PRJ_42080C31
CVY_42E3050F,Local/regional public,Reclamation conveyance system; project assignment to be verified,,,,,facility,provisional,LOCAL_FALLBACK,,Local/regional public|Reclamation conveyance system; project assignment to be verified|||,PRJ_0900764E
CVY_4331AD2E,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_43BE520A,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_4401D35D,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_4408DCAE,Local/regional public,Local/regional public system,,,,,facility,provisional,LOCAL_FALLBACK,,Local/regional public|Local/regional public system|||,PRJ_33C45DD5
CVY_44177ED2,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_441A19AF,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_443A21AF,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_4519420B,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_4558314C,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_45B36FD3,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_45DAD276,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_461382AF,Other Reclamation,Boulder Canyon Project,,All-American Canal system,,All-American Canal system,facility,authoritative_crosswalk,BOR_BOULDER,https://www.usbr.gov/lc/region/programs/bcp.html,Other Reclamation|Boulder Canyon Project||All-American Canal system|,PRJ_05ED4047
CVY_4641D08E,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_467A65E2,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_46B837F8,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_46BE5E84,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_46E18745,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_46E34E7F,Other Reclamation,Klamath Project,,,,,facility,authoritative_crosswalk,BOR_KLAMATH,https://www.usbr.gov/projects/index.php?id=470,Other Reclamation|Klamath Project|||,PRJ_79BDE48C
CVY_46EBB93E,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_4725E671,Other Reclamation,Orland Project,,Orland Project conveyance,,Orland Project conveyance,facility,authoritative_crosswalk,BOR_ORLAND,https://www.usbr.gov/projects/index.php?id=373,Other Reclamation|Orland Project||Orland Project conveyance|,PRJ_2D64A265
CVY_47BC8F0A,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_47C0C85F,CVP,Central Valley Project,Sacramento River Division,Sacramento Canals Unit,Corning Canal,Sacramento River Division > Sacramento Canals Unit > Corning Canal,facility,authoritative_crosswalk,CVP_SAC_CANALS_CORNING,https://www.usbr.gov/projects/index.php?id=509,CVP|Central Valley Project|Sacramento River Division|Sacramento Canals Unit|Corning Canal,PRJ_474A8ED9
CVY_47DCE403,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_47E0997D,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_47E40DBD,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_47E8E247,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_48448967,Local/regional public,Central California Irrigation District,,,,,facility,provisional,LOCAL_FALLBACK,,Local/regional public|Central California Irrigation District|||,PRJ_293FE57F
CVY_488FFDB7,Other Reclamation,Boulder Canyon Project,,All-American Canal system,,All-American Canal system,facility,authoritative_crosswalk,BOR_BOULDER,https://www.usbr.gov/lc/region/programs/bcp.html,Other Reclamation|Boulder Canyon Project||All-American Canal system|,PRJ_05ED4047
CVY_48C15B33,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_48C532B7,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_48F8CB00,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_48FC2D9D,Other Reclamation,Rogue River Basin Project,,Talent Division,,Talent Division,facility,authoritative_crosswalk,BOR_ROGUE,https://www.usbr.gov/projects/index.php?id=430,Other Reclamation|Rogue River Basin Project||Talent Division|,PRJ_42080C31
CVY_49033036,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_490AA1D2,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_4A033C0F,Local/regional public,Sutter Extension Water District conveyance system,,,,,facility,provisional,LOCAL_FALLBACK,,Local/regional public|Sutter Extension Water District conveyance system|||,PRJ_1CC3AE8E
CVY_4A821268,CVP,Central Valley Project,San Felipe Division,Pacheco conveyance,,San Felipe Division > Pacheco conveyance,facility,authoritative_crosswalk,CVP_SAN_FELIPE_PACHECO,https://www.usbr.gov/projects/index.php?id=392,CVP|Central Valley Project|San Felipe Division|Pacheco conveyance|,PRJ_17BBEC92
CVY_4B596558,Other Reclamation,Klamath Project,,,,,facility,authoritative_crosswalk,BOR_KLAMATH,https://www.usbr.gov/projects/index.php?id=470,Other Reclamation|Klamath Project|||,PRJ_79BDE48C
CVY_4B60E31F,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_4BD604DB,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
CVY_4BEBA6E1,CVP,Central Valley Project,Sacramento River Division,Sacramento Canals Unit,Tehama-Colusa Canal,Sacramento River Division > Sacramento Canals Unit > Tehama-Colusa Canal,facility,authoritative_crosswalk,CVP_SAC_CANALS_TEHAMA,https://www.usbr.gov/projects/index.php?id=509,CVP|Central Valley Project|Sacramento River Division|Sacramento Canals Unit|Tehama-Colusa Canal,PRJ_67C8C0AB
CVY_4C0C48A2,Unknown/unassigned,Unassigned,,,,,facility,unassigned,UNASSIGNED_FALLBACK,,Unknown/unassigned|Unassigned|||,PRJ_070B8008
