"acec_id","component_id","current_field_office_key","current_field_office_code","current_field_office_name","intersection_area_m2","intersection_area_acres","percent_of_acec_area","acec_context_class","source_context_qa_class","relationship_method","minimum_intersection_area_m2","complete_coverage_percent","boundary_snapshot_date","derivation_date","confidence"
"acec-afcd1e696aa3a1","blmca-70aef1ba-1311-497e-a05c-9e49e368b952","ridgecrest_field_office","CAD05000","Ridgecrest Field Office",2904521.327498,717.722850611,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-d716ed657cb21c","blmca-0cc3f793-6b95-4c90-b8a5-93b7ea36d252","barstow_field_office","CAD08000","Barstow Field Office",25123681.37193,6208.19686927,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-6dbf594aa4759f","blmca-590747f9-5625-43f8-a412-61717a0c79e4","ridgecrest_field_office","CAD05000","Ridgecrest Field Office",3391898.648726,838.156409491,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-65416e4b1c1b18","blmca-1023b1f2-4e23-4a96-bae0-ae8a9b73b656","redding_field_office","CAN06000","Redding Field Office",367168.287215,90.729259675,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-8344867ebac242","blmca-64de66c3-2fa2-4709-a31d-1242d8bd7c74","redding_field_office","CAN06000","Redding Field Office",82682344.284372,20431.252224989,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-de1c95a68f104b","blmca-2606d5fe-b50b-462a-bb2c-23185e2af57b","bakersfield_field_office","CAC06000","Bakersfield Field Office",9499096.07904,2347.277760204,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-a52f3e1b23cfc9","blmca-61778eae-1219-46b1-90b9-0a71c991a1af","ridgecrest_field_office","CAD05000","Ridgecrest Field Office",5626380.308304,1390.308852363,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-80ab2d5dc567ea","blmca-8e78666e-d400-437b-b475-b2304000ef6e","barstow_field_office","CAD08000","Barstow Field Office",8930287.235011,2206.722033819,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-d96bbcd4a96783","blmca-c4cdb35b-9dfe-49ba-9818-be85d6da6780","el_centro_field_office","CAD07000","El Centro Field Office",29354814.440432,7253.732620201,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-a139ef01241894","blmca-f9498e51-a565-4cca-ba07-c588baad8e5d","el_centro_field_office","CAD07000","El Centro Field Office",26642822.05575,6583.584707448,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-19799591ba4545","blmca-12860cc3-db16-4bb6-a608-318975e93cd7","ridgecrest_field_office","CAD05000","Ridgecrest Field Office",10638136.337272,2628.740737721,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-24e55012f8d038","blmca-e0714ddb-656b-469a-9fc7-61fa6d493baf","palm_springs_south_coast_field_office","CAD06000","Palm Springs-South Coast Field Office",3061008.609002,756.391700002,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-fd15faa00160c7","blmca-2284a2b1-2fb5-487c-a377-ea6c56308913","palm_springs_south_coast_field_office","CAD06000","Palm Springs-South Coast Field Office",22455861.96617,5548.964337324,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-767f8bc7520d68","blmca-1ef8f717-75af-4e0c-809a-3f06e7c2ebfe","barstow_field_office","CAD08000","Barstow Field Office",157997203.884021,39041.959336506,97.23662645,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-767f8bc7520d68","blmca-1ef8f717-75af-4e0c-809a-3f06e7c2ebfe","needles_field_office","CAD09000","Needles Field Office",4490132.064767,1109.535796702,2.76337355,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-463a6667a6e4b9","blmca-afdb88c4-82ca-4f8c-964b-38f568dcbdba","barstow_field_office","CAD08000","Barstow Field Office",332589356.111565,82184.619713867,38.83692158,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-463a6667a6e4b9","blmca-afdb88c4-82ca-4f8c-964b-38f568dcbdba","needles_field_office","CAD09000","Needles Field Office",523784791.44256,129430.040696113,61.16307842,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-3b7ae60a0f48f8","blmca-7db29eec-41eb-40d8-ae3b-b092d413a58f","redding_field_office","CAN06000","Redding Field Office",5144221.614061,1271.164844294,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-f6ff8a97744b0b","blmca-ad85240a-bb29-4db0-9e95-8e813c704aef","redding_field_office","CAN06000","Redding Field Office",5709941.104629,1410.957174814,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-990ad47d85b85d","blmca-c7e11134-6fcd-4852-b5a0-e8c22b183484","ridgecrest_field_office","CAD05000","Ridgecrest Field Office",3052191.509161,754.212947182,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-f38758c79248ff","blmca-63adb8cc-9cfa-43da-b9b1-fa3accea7e1a","ridgecrest_field_office","CAD05000","Ridgecrest Field Office",115753833.784676,28603.395253649,99.98484571,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-f38758c79248ff","blmca-63adb8cc-9cfa-43da-b9b1-fa3accea7e1a","bakersfield_field_office","CAC06000","Bakersfield Field Office",17544.335123,4.335299623,0.01515429,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-dd783204130494","blmca-5cc19af4-1186-47ba-8da3-bacd883a2f54","el_centro_field_office","CAD07000","El Centro Field Office",7499543.48819,1853.177554479,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-5a176005bfc20b","blmca-4cd4350c-a29e-4308-966d-b497b4959aa7","bishop_field_office","CAC07000","Bishop Field Office",67368715.23277,16647.172076546,99.98441525,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-a26e29826790bb","blmca-73621922-1786-433b-b2e6-13ace9f5e08f","barstow_field_office","CAD08000","Barstow Field Office",75716683.74137,18710.00001934,99.42969228,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-a26e29826790bb","blmca-73621922-1786-433b-b2e6-13ace9f5e08f","needles_field_office","CAD09000","Needles Field Office",434294.908041,107.316608921,0.57030772,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-567f19f3c713d7","blmca-858b3021-c28c-499f-a06c-83d31c238b96","barstow_field_office","CAD08000","Barstow Field Office",376839699.889672,93119.11779321,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-597fbdb2c879fa","blmca-2868ca77-292f-46cf-bbce-553ae1240799","barstow_field_office","CAD08000","Barstow Field Office",753457.457805,186.18339253,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-b365df2948c9b1","blmca-3e39318c-2435-4c8d-bc42-d24df3e476f9","bishop_field_office","CAC07000","Bishop Field Office",11365025.130633,2808.358870289,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-cdc94bb3501f9f","blmca-60173fbd-464d-441a-bdb2-6dbd5817c9fa","mother_lode_field_office","CAC08000","Mother Lode Field Office",220475.529085,54.480689719,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-352e68a6096bd8","blmca-f6d9bde1-1a85-4c6f-a365-3fa30f6f0ba0","ridgecrest_field_office","CAD05000","Ridgecrest Field Office",164146.720179,40.561537907,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-7c32cc0106ad1f","blmca-92899d87-e7d4-4f2e-9d27-20b4bd0579d4","ukiah_field_office","CAC05000","Ukiah Field Office",3577627.155575,884.050923026,99.85874575,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-895932450c9410","blmca-ee7c7e17-8700-4cf3-b4bd-fab0e7c625d1","barstow_field_office","CAD08000","Barstow Field Office",1926382464.54531,476019.473753127,91.81390349,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-895932450c9410","blmca-ee7c7e17-8700-4cf3-b4bd-fab0e7c625d1","ridgecrest_field_office","CAD05000","Ridgecrest Field Office",171755607.464331,42441.734901598,8.18609651,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-68e7e5ca595c4e","blmca-c3786b95-3cc4-47a6-89c4-cc1c457e06a8","ridgecrest_field_office","CAD05000","Ridgecrest Field Office",18787849.396396,4642.578692044,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-cb322417fa5793","blmca-3c4d10bf-5b35-492d-8807-6586e86334d9","eagle_lake_field_office","CAN05000","Eagle Lake Field Office",10076330.964955,2489.915606885,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-3f8988d80d2645","blmca-c09b71e8-678f-4f6f-a66c-7be2ec54fbab","redding_field_office","CAN06000","Redding Field Office",1896238.297606,468.570687883,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-db1c025620ee95","blmca-897c4957-1102-4eff-a935-0266cc5bee6f","bishop_field_office","CAC07000","Bishop Field Office",33878383.602765,8371.530903652,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-8b7205a710bcf7","blmca-e7f84169-2cb4-4e4e-bcc1-b2f696407519","el_centro_field_office","CAD07000","El Centro Field Office",21118028.15751,5218.378403696,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-bb8e39bb718d14","blmca-065830c1-b704-4771-91a2-f9c3524896b4","bakersfield_field_office","CAC06000","Bakersfield Field Office",5310951.044944,1312.364583914,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-ed38a295261e2f","blmca-3cdad385-0fb8-4a58-8cc9-e5da284070e2","applegate_field_office","CAN02000","Applegate Field Office",73051485.573186,18051.415209305,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-2b56b7d087bc72","blmca-f7934bf6-07d4-4fbb-a4ed-44a5bcc99e08","bishop_field_office","CAC07000","Bishop Field Office",655409.045292,161.955102154,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-76697c022d953b","blmca-bf4281f6-64cb-4ca0-adbf-04cb86d1e5af","ridgecrest_field_office","CAD05000","Ridgecrest Field Office",16421239.795027,4057.776723714,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-3377f0ee1fcbb1","blmca-d71f9477-603a-4e9b-b464-3fcf670d500b","needles_field_office","CAD09000","Needles Field Office",210356511.35302,51980.22598199,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-24f5924ae9f5cc","blmca-5ca513d2-3632-4d18-bbfe-ecd39ebb0fae","redding_field_office","CAN06000","Redding Field Office",845705.167748,208.978298085,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-c1bbe5652a8b4f","blmca-0988669b-9de2-499a-9f3c-f1ab79e4eab2","bakersfield_field_office","CAC06000","Bakersfield Field Office",63244400.064013,15628.03160348,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-29d65400bcc38b","blmca-4a3cbfd7-5d6c-48b8-83e6-51657eea7a24","barstow_field_office","CAD08000","Barstow Field Office",1333217.052724,329.445108392,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-4e3d7779523f35","blmca-874c30a4-af68-49bf-86e6-902ca6abecc1","redding_field_office","CAN06000","Redding Field Office",359195.60149,88.759166128,99.83068321,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-357a2ccbe0140a","blmca-b79694dc-245a-4460-91f3-abe474ea3922","arcata_field_office","CAN03000","Arcata Field Office",1858086.206397,459.143100831,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-d82f6ef87526c2","blmca-2d9d7f56-bb0d-47aa-bccc-0ae56c8a20ff","palm_springs_south_coast_field_office","CAD06000","Palm Springs-South Coast Field Office",164414486.334544,40627.704364426,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-efa23557e2005a","blmca-7937c0b3-94a9-4cb7-aa6f-102375b68f22","redding_field_office","CAN06000","Redding Field Office",18457644.536019,4560.983294058,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-3a59aba8cb5246","blmca-1ed835ad-b172-42ca-9ca7-01bbcb95d666","ukiah_field_office","CAC05000","Ukiah Field Office",13894607.79217,3433.432358821,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-c03b261f133906","blmca-d03c1e5f-ea32-46b9-9bdf-f7e9f92e3e9a","ridgecrest_field_office","CAD05000","Ridgecrest Field Office",1406660.059435,347.593270581,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-e8b72e19e142f6","blmca-920d16dd-ab00-469c-a546-6523c3ce111d","el_centro_field_office","CAD07000","El Centro Field Office",408176999.08725,100862.733065578,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-2b35387302279d","blmca-f79ad1b4-7b1d-4483-80a8-1f4d2260134f","barstow_field_office","CAD08000","Barstow Field Office",4986157.145211,1232.106263423,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-1b6b11fb2fa3da","blmca-318f2b91-74b6-4fdb-9ba3-ab1abc753cee","ridgecrest_field_office","CAD05000","Ridgecrest Field Office",129085103.181932,31897.6236635,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-6d85a6d54632e3","blmca-a8bb640e-2f98-4899-b99b-1c04675c0f12","needles_field_office","CAD09000","Needles Field Office",12732553.46597,3146.28248126,99.98271026,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-5d4bd3eb92c832","blmca-eb7ea06e-10c8-4a36-98f2-dec9a8268d05","ridgecrest_field_office","CAD05000","Ridgecrest Field Office",3318333.353866,819.978029242,99.95978666,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-5d4bd3eb92c832","blmca-eb7ea06e-10c8-4a36-98f2-dec9a8268d05","bishop_field_office","CAC07000","Bishop Field Office",1334.949437,0.32987319,0.04021334,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-75b3171ed4c960","blmca-9e3443a2-2588-492e-aa56-29555f6697ad","ridgecrest_field_office","CAD05000","Ridgecrest Field Office",6730327.704524,1663.100194825,99.89817851,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-75b3171ed4c960","blmca-9e3443a2-2588-492e-aa56-29555f6697ad","bishop_field_office","CAC07000","Bishop Field Office",6859.904776,1.695119386,0.10182149,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-09fe4a5bcad4b5","blmca-a0cae823-dc4f-4785-93b0-987b078b0a78","palm_springs_south_coast_field_office","CAD06000","Palm Springs-South Coast Field Office",66430776.563493,16415.402383882,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-0b0d388308cb98","blmca-58943e65-6fe6-4604-b3f4-8231adf07d33","arcata_field_office","CAN03000","Arcata Field Office",12901828.303464,3188.111204551,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-460f0c52cecfed","blmca-08f7ba26-52ef-4b67-854e-3f208e1956f5","eagle_lake_field_office","CAN05000","Eagle Lake Field Office",8673840.779704,2143.352734654,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-de56c514e59197","blmca-a157f7ca-0e12-4821-a8c6-fafcdd3e2e82","applegate_field_office","CAN02000","Applegate Field Office",6985288.247442,1726.102317042,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-9b03a4735ae0c5","blmca-bf4e6797-bbf1-4afe-825c-d142ebbcafb8","el_centro_field_office","CAD07000","El Centro Field Office",330094955.769513,81568.239965812,99.98678969,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
