"acec_id","component_id","current_field_office_key","current_field_office_code","current_field_office_name","intersection_area_m2","intersection_area_acres","percent_of_acec_area","acec_context_class","source_context_qa_class","relationship_method","minimum_intersection_area_m2","complete_coverage_percent","boundary_snapshot_date","derivation_date","confidence"
"acec-4db1cd77d45177","blmca-c435c364-83c1-495d-bff1-28218fd93a4b","barstow_field_office","CAD08000","Barstow Field Office",66344191.522861,16394.006754387,83.50810041,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-4db1cd77d45177","blmca-c435c364-83c1-495d-bff1-28218fd93a4b","needles_field_office","CAD09000","Needles Field Office",13102222.896001,3237.629786784,16.49189959,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-c6832fe4fe69ff","blmca-3f572da3-1623-4d98-85b8-398c00d0b1d7","barstow_field_office","CAD08000","Barstow Field Office",171468896.659338,42370.88711876,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-7fb78c567b62dd","blmca-a09ea6c9-3be0-42d9-bcd0-3edc880ca7b2","ukiah_field_office","CAC05000","Ukiah Field Office",17250182.510552,4262.612929648,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-453bbfcefcd2b8","blmca-3ee51f02-3052-4530-b5ab-a55d0fb6de01","palm_springs_south_coast_field_office","CAD06000","Palm Springs-South Coast Field Office",5238604.221267,1294.487294452,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-28ccd8cdd03efe","blmca-94b2ee94-af4d-4a0d-ba6a-684951cbdf49","arcata_field_office","CAN03000","Arcata Field Office",9176789.681466,2267.634114882,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-35f6ced14506e5","blmca-9a6fb198-1b65-4fed-b647-c212a0b65c4b","el_centro_field_office","CAD07000","El Centro Field Office",4983907.783139,1231.55043395,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-821ed0c1f6554b","blmca-3d0ce947-a446-4098-9cb0-0b6e6da2054f","el_centro_field_office","CAD07000","El Centro Field Office",10232859.522201,2528.594655733,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-d7139601420d37","blmca-f66ec7b0-4c87-4402-b65c-965946d5d5ba","el_centro_field_office","CAD07000","El Centro Field Office",22640497.622684,5594.58880166,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-e5c050a3f7a22c","blmca-6c065d92-3c2d-4968-aea0-8e08319566a2","el_centro_field_office","CAD07000","El Centro Field Office",19110077.080239,4722.202886779,99.95970176,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-e6c2af6a943c42","blmca-43eb0662-ceb1-4e09-bcf2-16b58266e874","el_centro_field_office","CAD07000","El Centro Field Office",48074379.784417,11879.437955426,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-44648eb1139d38","blmca-42578129-aab2-486b-a8e3-b03f7f06b598","ridgecrest_field_office","CAD05000","Ridgecrest Field Office",24015015.200933,5934.239492166,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-13046e763ce21f","blmca-27022dc7-3d45-4769-8f3b-d6c331222db1","mother_lode_field_office","CAC08000","Mother Lode Field Office",8819650.359854,2179.383066579,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-992f147c29afe1","blmca-60acdf75-d342-4559-a838-81bc1809c6ee","bakersfield_field_office","CAC06000","Bakersfield Field Office",280806385.619192,69388.769036846,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-2b90609859ce74","blmca-ea029309-dbbc-465c-89d1-57f3eab75021","bakersfield_field_office","CAC06000","Bakersfield Field Office",19029.173183,4.702211098,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-c825ac751c4b6c","blmca-c90e4a2d-4b09-4d51-94aa-508de4885b66","ukiah_field_office","CAC05000","Ukiah Field Office",158503.563745,39.167083583,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-dd295da0d03980","blmca-6d1c822b-82e0-4ba7-b0b4-7ac498378cff","eagle_lake_field_office","CAN05000","Eagle Lake Field Office",3618745.776624,894.211555565,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-e9e3b76fe04173","blmca-44ef747f-48ca-4b4b-9530-914c2a20f4af","arcata_field_office","CAN03000","Arcata Field Office",730821.901092,180.590024654,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-029d324461b4fd","blmca-e21a309e-c494-49b6-96e5-ba5a83888949","barstow_field_office","CAD08000","Barstow Field Office",11744923.914812,2902.233904272,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-0db5fa64bf3ed1","blmca-902a2b47-ec57-4e96-bbf1-356228b9bc0f","bishop_field_office","CAC07000","Bishop Field Office",2316852.179979,572.506641737,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-f36059a52d6337","blmca-0f2d7bb9-74a0-4f4b-92f8-4230c2e04c47","needles_field_office","CAD09000","Needles Field Office",937129.362802,231.569708679,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-59613849770fce","blmca-b201fdac-dbf3-476a-9c99-c9daedadb7c4","applegate_field_office","CAN02000","Applegate Field Office",194211893.147168,47990.803941591,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-e7b7796f0ade7a","blmca-820b1404-7fe7-41ac-bc0e-6f92bf2bce30","arcata_field_office","CAN03000","Arcata Field Office",2693678.883192,665.622547981,83.43121608,"partial_spatial_match_review_required","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","partial_match_review_required"
"acec-0f04a118816070","blmca-811bdfe8-ba07-4b03-b4b9-d22f3409278d","palm_springs_south_coast_field_office","CAD06000","Palm Springs-South Coast Field Office",123646588.074991,30553.737313384,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-22fd99f1f52a11","blmca-bf76f70d-1c12-4b48-bbe4-907249edc264","palm_springs_south_coast_field_office","CAD06000","Palm Springs-South Coast Field Office",31704639.389472,7834.387010614,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-29f7d98ecf0deb","blmca-ae7d5cb5-2178-4c82-8374-058cda630fe0","mother_lode_field_office","CAC08000","Mother Lode Field Office",15417536.345722,3809.756199993,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-7383a744119409","blmca-5b994c88-8d02-4556-9eca-1118f37e7b31","barstow_field_office","CAD08000","Barstow Field Office",45442.233026,11.229020327,0.22318162,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-7383a744119409","blmca-5b994c88-8d02-4556-9eca-1118f37e7b31","needles_field_office","CAD09000","Needles Field Office",20315657.544585,5020.108307311,99.77681838,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-7e432c5901abe6","blmca-24a84af4-6d3a-4cc0-9673-124b1db7a28e","needles_field_office","CAD09000","Needles Field Office",27360815.918664,6761.004854834,99.99999119,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-2f6a2aa00acde4","blmca-fac1e6c2-ea5c-4dea-adc4-6a40c461c326","ridgecrest_field_office","CAD05000","Ridgecrest Field Office",83082499.201959,20530.132658546,99.98801811,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-2f6a2aa00acde4","blmca-fac1e6c2-ea5c-4dea-adc4-6a40c461c326","bakersfield_field_office","CAC06000","Bakersfield Field Office",9956.049746,2.46019347,0.01198189,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-5a013344bad657","blmca-699bccb4-a506-431e-b486-f294c284958a","arcata_field_office","CAN03000","Arcata Field Office",3837836.213167,948.349981463,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-8cb6d52ea6add9","blmca-a6175e86-0c53-49f9-b23e-e5edc584a90b","palm_springs_south_coast_field_office","CAD06000","Palm Springs-South Coast Field Office",25710024.387335,6353.085383763,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-a8362b58c810cc","blmca-a39b5b63-36b4-43a7-91c3-32ef4c297451","ridgecrest_field_office","CAD05000","Ridgecrest Field Office",862883833.313744,213223.238792843,99.96458818,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-a8362b58c810cc","blmca-a39b5b63-36b4-43a7-91c3-32ef4c297451","bakersfield_field_office","CAC06000","Bakersfield Field Office",298030.478081,73.644934975,0.03452666,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-a8362b58c810cc","blmca-a39b5b63-36b4-43a7-91c3-32ef4c297451","bishop_field_office","CAC07000","Bishop Field Office",7640.631871,1.888041253,0.00088516,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-7bc05b2c8b0ab3","blmca-4490868d-c367-47ae-a286-d3105910f725","barstow_field_office","CAD08000","Barstow Field Office",2577340.613525,636.874735476,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-ffb5fd99225d29","blmca-3e72336a-dcb9-4829-bee8-c52c6557b666","barstow_field_office","CAD08000","Barstow Field Office",44967145.312846,11111.62359602,45.02675687,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-ffb5fd99225d29","blmca-3e72336a-dcb9-4829-bee8-c52c6557b666","needles_field_office","CAD09000","Needles Field Office",50489998.550219,12476.350352029,50.55693159,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-ffb5fd99225d29","blmca-3e72336a-dcb9-4829-bee8-c52c6557b666","ridgecrest_field_office","CAD05000","Ridgecrest Field Office",4410464.725902,1089.849568541,4.41631154,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-17177cc0a3f19c","blmca-f74cfa55-8fd8-4b28-8e26-1a5f25f0b029","needles_field_office","CAD09000","Needles Field Office",7777455.793378,1921.851180667,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-459ef256536f51","blmca-a0a80e46-bb24-41ce-89e8-1bb7690da769","applegate_field_office","CAN02000","Applegate Field Office",6111822.150443,1510.264143945,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-e5fdbe5b590cc4","blmca-d52bb5ed-2b28-4374-9f0a-e8084d49bf7e","needles_field_office","CAD09000","Needles Field Office",2411499.532677,595.89451193,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-7555038d7fe3db","blmca-0377cb5e-1dca-419a-9742-4b426c069af5","applegate_field_office","CAN02000","Applegate Field Office",15377858.245803,3799.951527977,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-ff9476c993c7fd","blmca-a30599be-cab1-483d-b26c-03fe7ff7940b","el_centro_field_office","CAD07000","El Centro Field Office",37131786.708037,9175.464319047,15.22626908,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-ff9476c993c7fd","blmca-a30599be-cab1-483d-b26c-03fe7ff7940b","palm_springs_south_coast_field_office","CAD06000","Palm Springs-South Coast Field Office",206732668.636777,51084.754945216,84.7728461,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-9ab358b15b0c00","blmca-5cebbbc4-a3e9-4eda-9972-ccd84c8d125c","palm_springs_south_coast_field_office","CAD06000","Palm Springs-South Coast Field Office",16555159.348228,4090.868965994,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-cf2a037802c4f0","blmca-c006b48e-0259-484f-bbff-f3d15ad11f34","mother_lode_field_office","CAC08000","Mother Lode Field Office",527516.626477,130.352197216,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-7dae56cb4e1e91","blmca-c13b22fe-c19f-43e0-9e11-f697ebc826ae","eagle_lake_field_office","CAN05000","Eagle Lake Field Office",41518549.475659,10259.457006146,99.94862868,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-32606f71621fa0","blmca-cfaee409-4828-437d-a4cd-26fc5b67e037","mother_lode_field_office","CAC08000","Mother Lode Field Office",4596151.935697,1135.733877352,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-77c324f5d7499a","blmca-a5eec357-d304-4a3b-b9ee-b00271126ece","arcata_field_office","CAN03000","Arcata Field Office",2023623.855144,500.048344672,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-335cfd344ff221","blmca-a0dc74ae-b530-472c-a6f4-00707b2326b5","redding_field_office","CAN06000","Redding Field Office",215106.157077,53.153889,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-0a67662d845f3a","blmca-92d90f6f-ec55-42de-962a-32246714b8cc","barstow_field_office","CAD08000","Barstow Field Office",171795201.489936,42451.518798399,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-50fe1926fe83c0","blmca-fab393a5-9fab-431a-a57a-36e69bc2384f","el_centro_field_office","CAD07000","El Centro Field Office",60331226.878654,14908.170832232,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-be1782fac080fa","blmca-723fe7e1-2a23-4079-ac65-4468d163a1b6","ridgecrest_field_office","CAD05000","Ridgecrest Field Office",116490690.094365,28785.476413141,98.09529394,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-be1782fac080fa","blmca-723fe7e1-2a23-4079-ac65-4468d163a1b6","bishop_field_office","CAC07000","Bishop Field Office",2261887.544702,558.924584569,1.90470606,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-0084f188f1b409","blmca-b1995a3f-00cd-43bd-9c61-7155f889c2c6","applegate_field_office","CAN02000","Applegate Field Office",12731317.913858,3145.977169684,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-63e4d346ca50ac","blmca-3ea08f1e-b16d-4fe1-8c58-8399e2596255","barstow_field_office","CAD08000","Barstow Field Office",247527808.930673,61165.453649546,99.99140694,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-63e4d346ca50ac","blmca-3ea08f1e-b16d-4fe1-8c58-8399e2596255","palm_springs_south_coast_field_office","CAD06000","Palm Springs-South Coast Field Office",21272.053116,5.2564388,0.00859306,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-163713939580c4","blmca-58e19a02-a465-40f6-a1ea-1ffe0b252f48","barstow_field_office","CAD08000","Barstow Field Office",969118204.682032,239474.323654728,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-1c87be40f18100","blmca-fc55a8aa-83f7-45e8-8ba4-5261dcf9612e","bishop_field_office","CAC07000","Bishop Field Office",90068943.088174,22256.520540148,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-be7c4d3409891b","blmca-a5281b8e-4c79-41c2-91a8-697f0e28202f","palm_springs_south_coast_field_office","CAD06000","Palm Springs-South Coast Field Office",14715407.263291,3636.25632524,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-c92a8cb916758b","blmca-1e91c370-750f-47a7-a22e-9afdca02e77d","palm_springs_south_coast_field_office","CAD06000","Palm Springs-South Coast Field Office",222319134.968233,54936.254653775,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-43678d9e1efd28","blmca-9129191d-8a84-499c-9ba4-0ba932e47e4e","ridgecrest_field_office","CAD05000","Ridgecrest Field Office",93503864.047743,23105.307994172,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-cbae284ab714d2","blmca-625f6c76-a1dc-4507-9989-259a5603a668","ridgecrest_field_office","CAD05000","Ridgecrest Field Office",422987825.710597,104522.568028184,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-3470fc550ec680","blmca-22bcc2d3-4471-4c7b-843a-a3e2ea6b7208","bakersfield_field_office","CAC06000","Bakersfield Field Office",25316.475964,6.25583745,0.01133109,"crosses_field_office_boundaries","source_in_multiple","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-3470fc550ec680","blmca-22bcc2d3-4471-4c7b-843a-a3e2ea6b7208","central_coast_field_office","CAC09000","Central Coast Field Office",223399508.362876,55203.220733586,99.98866891,"crosses_field_office_boundaries","source_in_multiple","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-eb5af440a93840","blmca-fc596c19-2050-476a-8103-71afd0c6f373","barstow_field_office","CAD08000","Barstow Field Office",3636561.23358,898.613850852,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-84c0ee829f9e7a","blmca-faf89507-b87d-4ffc-a288-f71df03d2824","needles_field_office","CAD09000","Needles Field Office",41734440.956116,10312.80495278,50.5284374,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-84c0ee829f9e7a","blmca-faf89507-b87d-4ffc-a288-f71df03d2824","palm_springs_south_coast_field_office","CAD06000","Palm Springs-South Coast Field Office",40861505.221349,10097.097835044,49.4715626,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-d74831f0661474","blmca-4edc5456-dcc9-4a04-a0f9-1cb82ec2b717","el_centro_field_office","CAD07000","El Centro Field Office",797722122.691001,197121.429432357,99.98649771,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-3aa2b7a0265f41","blmca-0e28f751-23e1-42ef-abe3-9149ae0bbb0c","el_centro_field_office","CAD07000","El Centro Field Office",3510857.641101,867.551816681,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-40eb9c2dfe7510","blmca-f3b42618-c1ec-4387-937b-b42862cb061a","eagle_lake_field_office","CAN05000","Eagle Lake Field Office",11576411.541783,2860.593590053,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-50393d70bf37b1","blmca-0e7ec530-e342-47b1-8c0f-9f7fd415f1f1","mother_lode_field_office","CAC08000","Mother Lode Field Office",13262547.342292,3277.246820244,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-fddd72e60b1552","blmca-da293303-6734-4ab8-8731-c90f81d68ed4","barstow_field_office","CAD08000","Barstow Field Office",466864456.939032,115364.719725381,99.8477341,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-fddd72e60b1552","blmca-da293303-6734-4ab8-8731-c90f81d68ed4","needles_field_office","CAD09000","Needles Field Office",709828.640801,175.402477062,0.15181019,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-fddd72e60b1552","blmca-da293303-6734-4ab8-8731-c90f81d68ed4","palm_springs_south_coast_field_office","CAD06000","Palm Springs-South Coast Field Office",2130.786596,0.526528835,0.00045571,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-a42bfe37fea94f","blmca-972715f2-3146-4fda-9161-ca28af3370f8","barstow_field_office","CAD08000","Barstow Field Office",242121640.455709,59829.560326264,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-f36ce6f5a67354","blmca-054a3282-7248-4329-a2d5-57dbc1657baf","barstow_field_office","CAD08000","Barstow Field Office",218062840.672629,53884.501428224,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-b662662b90103e","blmca-8eb9e101-44c7-4a71-8262-2d5d49469aa1","bakersfield_field_office","CAC06000","Bakersfield Field Office",10157143.562579,2509.884834648,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-bb02e878544f98","blmca-34a4fb23-fe5b-4a21-a27a-23a391e80478","needles_field_office","CAD09000","Needles Field Office",723727815.524121,178837.037933486,99.999715,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-902721956da5cf","blmca-5943c3c3-6448-4397-b036-d499c2ff7054","el_centro_field_office","CAD07000","El Centro Field Office",1683016.254065,415.882373476,99.96445341,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-b2d2dd7db35a89","blmca-1c2afd48-1a10-42a9-941f-dde73b185881","bakersfield_field_office","CAC06000","Bakersfield Field Office",329932.699748,81.52814563,99.72424734,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-ba7bf31678aaf4","blmca-324df08c-d4f4-42f6-862e-a68ba6133ed1","palm_springs_south_coast_field_office","CAD06000","Palm Springs-South Coast Field Office",52497119.902215,12972.320839364,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-8c9f3f2745077b","blmca-278e2c36-521a-46bb-92a3-3e315c18206b","applegate_field_office","CAN02000","Applegate Field Office",3866132.766839,955.342212153,99.95225482,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-c24aacac3dc76a","blmca-a0aef83c-dcda-40ab-97dc-25115a9ce08d","barstow_field_office","CAD08000","Barstow Field Office",16606555.782476,4103.569301485,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-e07a71acec298e","blmca-052cd0c0-9b6f-415f-b955-f3e4e6f60c56","mother_lode_field_office","CAC08000","Mother Lode Field Office",40143700.112673,9919.724329846,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
